nombreCurso,grupo,profesor,nota,periodo,nombreEstudiante,correoEstudiante
Estadistica y Probabilidad II,1,Florina Sandlin,0.3,2023-1,Skipton Hacquoil,shacquoil33@edu.com
Electiva de Lectura y Escritura,2,Lenka Do Rosario,0.4,2021-1,Lindon Emma,lemma34@edu.com
Electiva de Lectura y Escritura,2,Lenka Do Rosario,0.4,2021-1,Lizzie Mooreed,lmooreed35@edu.com
Electiva de Lectura y Escritura,2,Lenka Do Rosario,0.4,2021-1,Joy Showte,jshowte36@edu.com
Electiva de Lectura y Escritura,2,Lenka Do Rosario,0.4,2021-1,Cristabel Klos,cklos37@edu.com
Calculo 2,2,Rina Gasnoll,2.3,2023-1,Reinaldos Schoales,rschoales38@edu.com
Calculo 2,2,Rina Gasnoll,2.3,2023-1,Salvatore Le Brun,sle39@edu.com
Calculo 2,2,Rina Gasnoll,2.3,2023-1,Vivien Laming,vlaming3a@edu.com
Calculo 2,2,Rina Gasnoll,2.3,2023-1,Mair Trousdale,mtrousdale3b@edu.com
Legislacion y Etica en el Manejo de Datos,2,Verine Pemble,1.0,2021-1,Maryjo Perse,mperse3c@edu.com
Legislacion y Etica en el Manejo de Datos,2,Verine Pemble,1.0,2021-1,Aveline Van Hesteren,avan3d@edu.com
Legislacion y Etica en el Manejo de Datos,2,Verine Pemble,1.0,2021-1,Lynne Gookey,lgookey3e@edu.com
Legislacion y Etica en el Manejo de Datos,2,Verine Pemble,1.0,2021-1,Stephan Divell,sdivell3f@edu.com
Matematicas Fundamentales,3,Sigmund Lowndsbrough,2.1,2021-3,Bucky Hayden,bhayden3g@edu.com
Matematicas Fundamentales,3,Sigmund Lowndsbrough,2.1,2021-3,Mickie Allain,mallain3h@edu.com
Matematicas Fundamentales,3,Sigmund Lowndsbrough,2.1,2021-3,Jonathan Ruberti,jruberti3i@edu.com
Matematicas Fundamentales,3,Sigmund Lowndsbrough,2.1,2021-3,Sherilyn Andries,sandries3j@edu.com
Electiva Profesional 1,1,Juliane Bafford,1.1,2021-1,Oralia Quantrell,oquantrell3k@edu.com
Electiva Profesional 1,1,Juliane Bafford,1.1,2021-1,Ariela Braker,abraker3l@edu.com
Electiva Profesional 1,1,Juliane Bafford,1.1,2021-1,Jaine Matissoff,jmatissoff3m@edu.com
Electiva Profesional 1,1,Juliane Bafford,1.1,2021-1,Wilden Cheson,wcheson3n@edu.com
Electiva Profesional 2,2,Sharona Di Nisco,3.7,2022-1,Ebony Sives,esives3o@edu.com
Electiva Profesional 2,2,Sharona Di Nisco,3.7,2022-1,Veronica de Almeida,vde3p@edu.com
Electiva Profesional 2,2,Sharona Di Nisco,3.7,2022-1,Lefty Slocumb,lslocumb3q@edu.com
Electiva Profesional 2,2,Sharona Di Nisco,3.7,2022-1,Leicester Scothorn,lscothorn3r@edu.com
Almacenamiento de datos,3,Carita Grandin,0.1,2023-3,Beverlee Pennicott,bpennicott3s@edu.com
Almacenamiento de datos,3,Carita Grandin,0.1,2023-3,Darell Bulward,dbulward3t@edu.com
Almacenamiento de datos,3,Carita Grandin,0.1,2023-3,Britt Scutts,bscutts3u@edu.com
Almacenamiento de datos,3,Carita Grandin,0.1,2023-3,Sherlocke Letchford,sletchford3v@edu.com
Administracion para Ingenieros,1,Vyky Pretty,2.9,2021-3,Murry Theseira,mtheseira3w@edu.com
Administracion para Ingenieros,1,Vyky Pretty,2.9,2021-3,Rubia Gwinn,rgwinn3x@edu.com
Administracion para Ingenieros,1,Vyky Pretty,2.9,2021-3,Paulette Esch,pesch3y@edu.com
Administracion para Ingenieros,1,Vyky Pretty,2.9,2021-3,Marcile Shawyer,mshawyer3z@edu.com
Ingles 5,2,Neel Irlam,1.8,2023-1,Kev Hillburn,khillburn40@edu.com
Ingles 5,2,Neel Irlam,1.8,2023-1,Mattheus Tennewell,mtennewell41@edu.com
Ingles 5,2,Neel Irlam,1.8,2023-1,Hatti McDonand,hmcdonand42@edu.com
Ingles 5,2,Neel Irlam,1.8,2023-1,Mechelle Lesslie,mlesslie43@edu.com
Sistemas Operativos,3,Martin Coldman,2.0,2023-1,Hanni Pick,hpick44@edu.com
Sistemas Operativos,3,Martin Coldman,2.0,2023-1,Dion Meijer,dmeijer45@edu.com
Sistemas Operativos,3,Martin Coldman,2.0,2023-1,Joyan Brideau,jbrideau46@edu.com
Sistemas Operativos,3,Martin Coldman,2.0,2023-1,Diane Quinby,dquinby47@edu.com
Innovacion y Emprendimiento,3,Edith Foro,0.7,2021-1,Pepito Spilisy,pspilisy48@edu.com
Innovacion y Emprendimiento,3,Edith Foro,0.7,2021-1,Zerk Legion,zlegion49@edu.com
Innovacion y Emprendimiento,3,Edith Foro,0.7,2021-1,Guilbert Groves,ggroves4a@edu.com
Innovacion y Emprendimiento,3,Edith Foro,0.7,2021-1,Ricky Conichie,rconichie4b@edu.com
Seminario de Ing. de Datos e IA,1,Bartholemy Pavese,1.5,2021-3,Gerhardt Pinyon,gpinyon4c@edu.com
Seminario de Ing. de Datos e IA,1,Bartholemy Pavese,1.5,2021-3,Jany Tidbold,jtidbold4d@edu.com
Seminario de Ing. de Datos e IA,1,Bartholemy Pavese,1.5,2021-3,Gertruda Frodsam,gfrodsam4e@edu.com
Seminario de Ing. de Datos e IA,1,Bartholemy Pavese,1.5,2021-3,Renae Vallery,rvallery4f@edu.com
Electiva profesional 4,3,Barbra Cary,2.4,2022-3,Editha Basden,ebasden4g@edu.com
Electiva profesional 4,3,Barbra Cary,2.4,2022-3,Gwendolyn Hurler,ghurler4h@edu.com
Electiva profesional 4,3,Barbra Cary,2.4,2022-3,Jacqueline Mewitt,jmewitt4i@edu.com
Electiva profesional 4,3,Barbra Cary,2.4,2022-3,Cross Poulsum,cpoulsum4j@edu.com
Innovacion y Emprendimiento,2,Richard Dressel,4.2,2021-3,Crin Geipel,cgeipel4k@edu.com
Innovacion y Emprendimiento,2,Richard Dressel,4.2,2021-3,Johny Riggey,jriggey4l@edu.com
Innovacion y Emprendimiento,2,Richard Dressel,4.2,2021-3,Fredrika Tefft,ftefft4m@edu.com
Innovacion y Emprendimiento,2,Richard Dressel,4.2,2021-3,Sallyanne Bradburne,sbradburne4n@edu.com
Introduccion a la Ingenieria de Datos e Inteligencia Artificial,3,Marisa Ellesmere,4.7,2021-3,Bess Dhennin,bdhennin4o@edu.com
Introduccion a la Ingenieria de Datos e Inteligencia Artificial,3,Marisa Ellesmere,4.7,2021-3,Garold Hubberstey,ghubberstey4p@edu.com
Introduccion a la Ingenieria de Datos e Inteligencia Artificial,3,Marisa Ellesmere,4.7,2021-3,Deloria Meneghelli,dmeneghelli4q@edu.com
Introduccion a la Ingenieria de Datos e Inteligencia Artificial,3,Marisa Ellesmere,4.7,2021-3,Clarissa Talbot,ctalbot4r@edu.com
Ingles 5,1,Reynold Wolstencroft,1.7,2023-3,Grethel Gravenor,ggravenor4s@edu.com
Ingles 5,1,Reynold Wolstencroft,1.7,2023-3,Aldus Bowlesworth,abowlesworth4t@edu.com
Ingles 5,1,Reynold Wolstencroft,1.7,2023-3,Rodie Landell,rlandell4u@edu.com
Ingles 5,1,Reynold Wolstencroft,1.7,2023-3,Son Clatworthy,sclatworthy4v@edu.com
Seminario de Ing. de Datos e IA,1,Bartholemy Pavese,2.2,2021-3,Lyn Clemendot,lclemendot4w@edu.com
Seminario de Ing. de Datos e IA,1,Bartholemy Pavese,2.2,2021-3,Marianna Greatex,mgreatex4x@edu.com
Seminario de Ing. de Datos e IA,1,Bartholemy Pavese,2.2,2021-3,Stephie Fanthome,sfanthome4y@edu.com
Seminario de Ing. de Datos e IA,1,Bartholemy Pavese,2.2,2021-3,Audrey Tuminini,atuminini4z@edu.com
Ingles 4,2,Zenia Youle,0.4,2021-1,Candida Cicutto,ccicutto50@edu.com
Ingles 4,2,Zenia Youle,0.4,2021-1,Dilan Sara,dsara51@edu.com
Ingles 4,2,Zenia Youle,0.4,2021-1,Mariquilla Kenwin,mkenwin52@edu.com
Ingles 4,2,Zenia Youle,0.4,2021-1,Manya Barff,mbarff53@edu.com
Redes e Infraestructura,2,Lulu Harvie,0.9,2021-3,Gertie Pecht,gpecht54@edu.com
Redes e Infraestructura,2,Lulu Harvie,0.9,2021-3,Lavinie Masedon,lmasedon55@edu.com
Redes e Infraestructura,2,Lulu Harvie,0.9,2021-3,Tiphanie Coghlin,tcoghlin56@edu.com
Redes e Infraestructura,2,Lulu Harvie,0.9,2021-3,Elena Penner,epenner57@edu.com
Seminario de Ing. de Datos e IA,3,Neel Irlam,1.1,2022-3,Arleen Steven,asteven58@edu.com
Seminario de Ing. de Datos e IA,3,Neel Irlam,1.1,2022-3,Reba Eddolls,reddolls59@edu.com
Seminario de Ing. de Datos e IA,3,Neel Irlam,1.1,2022-3,Mara Lunnon,mlunnon5a@edu.com
Seminario de Ing. de Datos e IA,3,Neel Irlam,1.1,2022-3,Denyse O'Sheils,dosheils5b@edu.com
Comunicación Oral y Escrita,3,Jerrome Chafer,2.2,2021-1,Cristen Eddis,ceddis5c@edu.com
Comunicación Oral y Escrita,3,Jerrome Chafer,2.2,2021-1,Vinson Ceschi,vceschi5d@edu.com
Comunicación Oral y Escrita,3,Jerrome Chafer,2.2,2021-1,Tucker Waples,twaples5e@edu.com
Comunicación Oral y Escrita,3,Jerrome Chafer,2.2,2021-1,Carmita Drackford,cdrackford5f@edu.com
Estadistica y Probabilidad I,2,Sabra Ethersey,1.8,2021-3,Glen Fuggle,gfuggle5g@edu.com
Estadistica y Probabilidad I,2,Sabra Ethersey,1.8,2021-3,Liliane Jarret,ljarret5h@edu.com
Estadistica y Probabilidad I,2,Sabra Ethersey,1.8,2021-3,Arnold Kelso,akelso5i@edu.com
Estadistica y Probabilidad I,2,Sabra Ethersey,1.8,2021-3,Hamilton Skayman,hskayman5j@edu.com
Electiva Profesional 1,3,Adrianne Cescot,0.1,2023-1,Inigo Lappine,ilappine5k@edu.com
Electiva Profesional 1,3,Adrianne Cescot,0.1,2023-1,Ruggiero Iacoboni,riacoboni5l@edu.com
Electiva Profesional 1,3,Adrianne Cescot,0.1,2023-1,Tyne Itzkin,titzkin5m@edu.com
Electiva Profesional 1,3,Adrianne Cescot,0.1,2023-1,Nev Le Strange,nle5n@edu.com
Formacion Ciudadana III: Paz y Convivencia,1,Tanitansy Dwine,1.9,2022-1,Filbert Bolter,fbolter5o@edu.com
Formacion Ciudadana III: Paz y Convivencia,1,Tanitansy Dwine,1.9,2022-1,Nadine Artus,nartus5p@edu.com
Formacion Ciudadana III: Paz y Convivencia,1,Tanitansy Dwine,1.9,2022-1,Hersh Kingsman,hkingsman5q@edu.com
Formacion Ciudadana III: Paz y Convivencia,1,Tanitansy Dwine,1.9,2022-1,Editha Dufaire,edufaire5r@edu.com
Redes e Infraestructura,3,Fulvia Gravells,1.6,2021-3,Linette Amberger,lamberger5s@edu.com
Redes e Infraestructura,3,Fulvia Gravells,1.6,2021-3,Katya Mahon,kmahon5t@edu.com
Redes e Infraestructura,3,Fulvia Gravells,1.6,2021-3,Karlotta Wadeson,kwadeson5u@edu.com
Redes e Infraestructura,3,Fulvia Gravells,1.6,2021-3,Ede Wolfit,ewolfit5v@edu.com
Formacion Ciudadana II: Sociedad y Estado,1,Violante Hartin,1.1,2022-3,Annabelle Michelotti,amichelotti5w@edu.com
Formacion Ciudadana II: Sociedad y Estado,1,Violante Hartin,1.1,2022-3,Viv Wrankling,vwrankling5x@edu.com
Formacion Ciudadana II: Sociedad y Estado,1,Violante Hartin,1.1,2022-3,Taffy Parkman,tparkman5y@edu.com
Formacion Ciudadana II: Sociedad y Estado,1,Violante Hartin,1.1,2022-3,Hillery Waple,hwaple5z@edu.com
Legislacion y Etica en el Manejo de Datos,1,Jaquelyn Vayro,2.0,2022-3,Harmon Aynscombe,haynscombe60@edu.com
Legislacion y Etica en el Manejo de Datos,1,Jaquelyn Vayro,2.0,2022-3,Bastien Farnin,bfarnin61@edu.com
Legislacion y Etica en el Manejo de Datos,1,Jaquelyn Vayro,2.0,2022-3,Vivian Order,vorder62@edu.com
Legislacion y Etica en el Manejo de Datos,1,Jaquelyn Vayro,2.0,2022-3,Clo Cowdry,ccowdry63@edu.com
Electiva Profesional 2,2,Sharona Di Nisco,3.0,2021-3,Levy Bonner,lbonner64@edu.com
Electiva Profesional 2,2,Sharona Di Nisco,3.0,2021-3,Olivia Anthoney,oanthoney65@edu.com
Electiva Profesional 2,2,Sharona Di Nisco,3.0,2021-3,Gilles Guerreru,gguerreru66@edu.com
Electiva Profesional 2,2,Sharona Di Nisco,3.0,2021-3,Charity Berzins,cberzins67@edu.com
Estadistica y Probabilidad I,1,Sibeal Thunnercliffe,4.5,2022-1,Hercule Baddow,hbaddow68@edu.com
Estadistica y Probabilidad I,1,Sibeal Thunnercliffe,4.5,2022-1,Gallagher Gemlett,ggemlett69@edu.com
Estadistica y Probabilidad I,1,Sibeal Thunnercliffe,4.5,2022-1,Izzy Mollin,imollin6a@edu.com
Estadistica y Probabilidad I,1,Sibeal Thunnercliffe,4.5,2022-1,Correy Eastam,ceastam6b@edu.com
Comunicación Oral y Escrita,3,Jerrome Chafer,1.9,2021-3,Rozelle Adshed,radshed6c@edu.com
Comunicación Oral y Escrita,3,Jerrome Chafer,1.9,2021-3,Vivie Healeas,vhealeas6d@edu.com
Comunicación Oral y Escrita,3,Jerrome Chafer,1.9,2021-3,Marlow Golden,mgolden6e@edu.com
Comunicación Oral y Escrita,3,Jerrome Chafer,1.9,2021-3,Papagena Dommerque,pdommerque6f@edu.com
Matematicas Fundamentales,3,Sigmund Lowndsbrough,2.9,2021-1,Clayson Uphill,cuphill6g@edu.com
Matematicas Fundamentales,3,Sigmund Lowndsbrough,2.9,2021-1,Pat Kohnert,pkohnert6h@edu.com
Matematicas Fundamentales,3,Sigmund Lowndsbrough,2.9,2021-1,Mallorie Tweedle,mtweedle6i@edu.com
Matematicas Fundamentales,3,Sigmund Lowndsbrough,2.9,2021-1,Noble Cheyney,ncheyney6j@edu.com
Transformacion y Carga),3,Elaina Baumler,1.2,2021-1,Sinclair Rosenshine,srosenshine6k@edu.com
Transformacion y Carga),3,Elaina Baumler,1.2,2021-1,Jephthah Guilliland,jguilliland6l@edu.com
Transformacion y Carga),3,Elaina Baumler,1.2,2021-1,Sissie Ondrus,sondrus6m@edu.com
Transformacion y Carga),3,Elaina Baumler,1.2,2021-1,Kingston Dalman,kdalman6n@edu.com
Transformacion y Carga),2,Clem Branni,0.6,2021-3,Esta Bignall,ebignall6o@edu.com
Transformacion y Carga),2,Clem Branni,0.6,2021-3,Prudence Crudginton,pcrudginton6p@edu.com
Transformacion y Carga),2,Clem Branni,0.6,2021-3,Gilbert Mennell,gmennell6q@edu.com
Transformacion y Carga),2,Clem Branni,0.6,2021-3,Gabrila Dron,gdron6r@edu.com
Electiva de  Ciencias Sociales,1,Marthena Bearman,0.2,2021-3,Idell Milillo,imilillo6s@edu.com
Electiva de  Ciencias Sociales,1,Marthena Bearman,0.2,2021-3,Lowell Hinchcliffe,lhinchcliffe6t@edu.com
Electiva de  Ciencias Sociales,1,Marthena Bearman,0.2,2021-3,Brandais Durham,bdurham6u@edu.com
Electiva de  Ciencias Sociales,1,Marthena Bearman,0.2,2021-3,Ignazio Scampion,iscampion6v@edu.com
Seguridad de la Informacion,1,Theda Petrazzi,4.9,2023-1,Stefano Thornewell,sthornewell6w@edu.com
Seguridad de la Informacion,1,Theda Petrazzi,4.9,2023-1,Simona Conachy,sconachy6x@edu.com
Seguridad de la Informacion,1,Theda Petrazzi,4.9,2023-1,Wallache Ayshford,wayshford6y@edu.com
Seguridad de la Informacion,1,Theda Petrazzi,4.9,2023-1,Minni Tunnah,mtunnah6z@edu.com
Formacion Ciudadana I : Identidades y Pluralismo,2,Jerrome Chafer,1.9,2022-1,Reggis McNirlan,rmcnirlan70@edu.com
Formacion Ciudadana I : Identidades y Pluralismo,2,Jerrome Chafer,1.9,2022-1,Deanna Thistleton,dthistleton71@edu.com
Formacion Ciudadana I : Identidades y Pluralismo,2,Jerrome Chafer,1.9,2022-1,Ivar Carlton,icarlton72@edu.com
Formacion Ciudadana I : Identidades y Pluralismo,2,Jerrome Chafer,1.9,2022-1,Klarika Armsby,karmsby73@edu.com
Calculo 1,3,Violante Hartin,0.2,2022-3,Kain Belz,kbelz74@edu.com
Calculo 1,3,Violante Hartin,0.2,2022-3,Denni Brownsmith,dbrownsmith75@edu.com
Calculo 1,3,Violante Hartin,0.2,2022-3,Elsworth Govinlock,egovinlock76@edu.com
Calculo 1,3,Violante Hartin,0.2,2022-3,Orelle Dik,odik77@edu.com
Electiva Profesional 5,1,Carmel Chappelow,3.3,2021-1,Garvey Filipponi,gfilipponi78@edu.com
Electiva Profesional 5,1,Carmel Chappelow,3.3,2021-1,Dorine Sweetland,dsweetland79@edu.com
Electiva Profesional 5,1,Carmel Chappelow,3.3,2021-1,Sybilla Orrow,sorrow7a@edu.com
Electiva Profesional 5,1,Carmel Chappelow,3.3,2021-1,Gustavus Sidden,gsidden7b@edu.com
Analitica de Datos,2,Huntington Fincham,0.2,2021-3,Boyce Gatch,bgatch7c@edu.com
Analitica de Datos,2,Huntington Fincham,0.2,2021-3,Allyn Onn,aonn7d@edu.com
Analitica de Datos,2,Huntington Fincham,0.2,2021-3,Moises Jerrom,mjerrom7e@edu.com
Analitica de Datos,2,Huntington Fincham,0.2,2021-3,Karita Rudd,krudd7f@edu.com
Ingles 5,1,Reynold Wolstencroft,3.0,2023-1,Abner Bullen,abullen7g@edu.com
Ingles 5,1,Reynold Wolstencroft,3.0,2023-1,Nicholas Joskovitch,njoskovitch7h@edu.com
Ingles 5,1,Reynold Wolstencroft,3.0,2023-1,Fabien Gallimore,fgallimore7i@edu.com
Ingles 5,1,Reynold Wolstencroft,3.0,2023-1,Eberto Kettleson,ekettleson7j@edu.com
Ingles 5,2,Neel Irlam,2.2,2021-1,Melvyn Blyth,mblyth7k@edu.com
Ingles 5,2,Neel Irlam,2.2,2021-1,Skell MacFarlane,smacfarlane7l@edu.com
Ingles 5,2,Neel Irlam,2.2,2021-1,Matthias Blowes,mblowes7m@edu.com
Ingles 5,2,Neel Irlam,2.2,2021-1,Damara Kira,dkira7n@edu.com
Introduccion a la Ingenieria de Datos e Inteligencia Artificial,3,Marisa Ellesmere,4.5,2023-3,Sigfried Edmans,sedmans7o@edu.com
Introduccion a la Ingenieria de Datos e Inteligencia Artificial,3,Marisa Ellesmere,4.5,2023-3,Lyda Decruse,ldecruse7p@edu.com
Introduccion a la Ingenieria de Datos e Inteligencia Artificial,3,Marisa Ellesmere,4.5,2023-3,Kaylee Pantry,kpantry7q@edu.com
Introduccion a la Ingenieria de Datos e Inteligencia Artificial,3,Marisa Ellesmere,4.5,2023-3,Marillin Skocroft,mskocroft7r@edu.com
Legislacion y Etica en el Manejo de Datos,2,Verine Pemble,1.5,2021-3,Arvie Isabell,aisabell7s@edu.com
Legislacion y Etica en el Manejo de Datos,2,Verine Pemble,1.5,2021-3,Giulio Giblin,ggiblin7t@edu.com
Legislacion y Etica en el Manejo de Datos,2,Verine Pemble,1.5,2021-3,Skipton Letchmore,sletchmore7u@edu.com
Legislacion y Etica en el Manejo de Datos,2,Verine Pemble,1.5,2021-3,Ignaz Sibbons,isibbons7v@edu.com
Inteligencia Artificial,2,Obediah Worland,4.0,2021-3,Margaretta Liddicoat,mliddicoat7w@edu.com
Inteligencia Artificial,2,Obediah Worland,4.0,2021-3,Radcliffe Fallanche,rfallanche7x@edu.com
Inteligencia Artificial,2,Obediah Worland,4.0,2021-3,Lazare Bohler,lbohler7y@edu.com
Inteligencia Artificial,2,Obediah Worland,4.0,2021-3,Markus Myford,mmyford7z@edu.com
ETL (Extraccion,1,Sisile Raspin,0.2,2021-3,Denny Riccardelli,driccardelli80@edu.com
ETL (Extraccion,1,Sisile Raspin,0.2,2021-3,Hanni Juniper,hjuniper81@edu.com
ETL (Extraccion,1,Sisile Raspin,0.2,2021-3,Mikkel Scotts,mscotts82@edu.com
ETL (Extraccion,1,Sisile Raspin,0.2,2021-3,Grange Casely,gcasely83@edu.com
Estadistica y Probabilidad II,3,Barri Skipsea,2.4,2021-3,Timi Peddie,tpeddie84@edu.com
Estadistica y Probabilidad II,3,Barri Skipsea,2.4,2021-3,Richy Danbi,rdanbi85@edu.com
Estadistica y Probabilidad II,3,Barri Skipsea,2.4,2021-3,Marieann Tombleson,mtombleson86@edu.com
Estadistica y Probabilidad II,3,Barri Skipsea,2.4,2021-3,Atlanta Proffitt,aproffitt87@edu.com
Administracion para Ingenieros,3,Fulvia Gravells,0.9,2021-3,Pearla Scoates,pscoates88@edu.com
Administracion para Ingenieros,3,Fulvia Gravells,0.9,2021-3,Chloe Olliver,colliver89@edu.com
Administracion para Ingenieros,3,Fulvia Gravells,0.9,2021-3,Gabbi Denk,gdenk8a@edu.com
Administracion para Ingenieros,3,Fulvia Gravells,0.9,2021-3,Anna-diane Machent,amachent8b@edu.com
Calculo 2,2,Rina Gasnoll,0.6,2022-3,Pierce Nattriss,pnattriss8c@edu.com
Calculo 2,2,Rina Gasnoll,0.6,2022-3,Blinny Manus,bmanus8d@edu.com
Calculo 2,2,Rina Gasnoll,0.6,2022-3,Irv O' Connell,io8e@edu.com
Calculo 2,2,Rina Gasnoll,0.6,2022-3,Merola Betjes,mbetjes8f@edu.com
Seguridad de la Informacion,3,Fayette Laville,0.0,2021-3,Perry Barnicott,pbarnicott8g@edu.com
Seguridad de la Informacion,3,Fayette Laville,0.0,2021-3,Kenny Hardin,khardin8h@edu.com
Seguridad de la Informacion,3,Fayette Laville,0.0,2021-3,Denice Chaudron,dchaudron8i@edu.com
Seguridad de la Informacion,3,Fayette Laville,0.0,2021-3,Randa Matsell,rmatsell8j@edu.com
Formacion Ciudadana I : Identidades y Pluralismo,2,Jerrome Chafer,4.3,2022-3,Alisha Emmot,aemmot8k@edu.com
Formacion Ciudadana I : Identidades y Pluralismo,2,Jerrome Chafer,4.3,2022-3,Englebert Tash,etash8l@edu.com
Formacion Ciudadana I : Identidades y Pluralismo,2,Jerrome Chafer,4.3,2022-3,Daron Andrich,dandrich8m@edu.com
Formacion Ciudadana I : Identidades y Pluralismo,2,Jerrome Chafer,4.3,2022-3,Phelia Extall,pextall8n@edu.com
Estadistica y Probabilidad II,2,Gib Peachman,0.1,2021-1,Michail Kelby,mkelby8o@edu.com
Estadistica y Probabilidad II,2,Gib Peachman,0.1,2021-1,Nikolia Moralee,nmoralee8p@edu.com
Estadistica y Probabilidad II,2,Gib Peachman,0.1,2021-1,Garfield Sextie,gsextie8q@edu.com
Estadistica y Probabilidad II,2,Gib Peachman,0.1,2021-1,Rey Cridge,rcridge8r@edu.com
Calculo 2,1,Norrie Yarrington,3.6,2023-1,Andrej Karsh,akarsh8s@edu.com
Calculo 2,1,Norrie Yarrington,3.6,2023-1,Madalena Fryett,mfryett8t@edu.com
Calculo 2,1,Norrie Yarrington,3.6,2023-1,Sharia Corstan,scorstan8u@edu.com
Calculo 2,1,Norrie Yarrington,3.6,2023-1,Shay Denzilow,sdenzilow8v@edu.com
Ingles 4,2,Zenia Youle,1.0,2022-3,Kelsey Gregor,kgregor8w@edu.com
Ingles 4,2,Zenia Youle,1.0,2022-3,Michel Muxworthy,mmuxworthy8x@edu.com
Ingles 4,2,Zenia Youle,1.0,2022-3,Lurleen Fuidge,lfuidge8y@edu.com
Ingles 4,2,Zenia Youle,1.0,2022-3,Claretta Auchterlony,cauchterlony8z@edu.com
Ingles 5,2,Neel Irlam,3.1,2021-1,Claudio Feye,cfeye90@edu.com
Ingles 5,2,Neel Irlam,3.1,2021-1,Gordy De Giorgi,gde91@edu.com
Ingles 5,2,Neel Irlam,3.1,2021-1,Aldo Vagg,avagg92@edu.com
Ingles 5,2,Neel Irlam,3.1,2021-1,Marcelia Morecomb,mmorecomb93@edu.com
Calculo 1,2,Cordula Dugget,2.9,2023-1,Franzen Crabb,fcrabb94@edu.com
Calculo 1,2,Cordula Dugget,2.9,2023-1,Dennie Fielder,dfielder95@edu.com
Calculo 1,2,Cordula Dugget,2.9,2023-1,Ricki Oloshin,roloshin96@edu.com
Calculo 1,2,Cordula Dugget,2.9,2023-1,Jerry Haslum,jhaslum97@edu.com
Electiva Profesional 3,2,Erena Bruggen,3.4,2022-3,Amye Ajean,aajean98@edu.com
Electiva Profesional 3,2,Erena Bruggen,3.4,2022-3,Karna Swyre,kswyre99@edu.com
Electiva Profesional 3,2,Erena Bruggen,3.4,2022-3,Carin Jeanequin,cjeanequin9a@edu.com
Electiva Profesional 3,2,Erena Bruggen,3.4,2022-3,Lebbie Delia,ldelia9b@edu.com
Transformacion y Carga),3,Elaina Baumler,1.4,2023-3,Ulric Gillease,ugillease9c@edu.com
Transformacion y Carga),3,Elaina Baumler,1.4,2023-3,Trudy Savery,tsavery9d@edu.com
Transformacion y Carga),3,Elaina Baumler,1.4,2023-3,Roarke Perkis,rperkis9e@edu.com
Transformacion y Carga),3,Elaina Baumler,1.4,2023-3,Irvine Bickerstasse,ibickerstasse9f@edu.com
Ingles 1,1,Falkner Brettell,1.4,2023-3,Jesse Peele,jpeele9g@edu.com
Ingles 1,1,Falkner Brettell,1.4,2023-3,Jozef Allkins,jallkins9h@edu.com
Ingles 1,1,Falkner Brettell,1.4,2023-3,Dona Bengle,dbengle9i@edu.com
Ingles 1,1,Falkner Brettell,1.4,2023-3,Red Gillbey,rgillbey9j@edu.com
Electiva Profesional 1,3,Adrianne Cescot,3.6,2022-3,Audre Iacovides,aiacovides9k@edu.com
Electiva Profesional 1,3,Adrianne Cescot,3.6,2022-3,Cindee Forrestall,cforrestall9l@edu.com
Electiva Profesional 1,3,Adrianne Cescot,3.6,2022-3,Leslie Ciccerale,lciccerale9m@edu.com
Electiva Profesional 1,3,Adrianne Cescot,3.6,2022-3,Jany Assiratti,jassiratti9n@edu.com
Estadistica y Probabilidad I,3,Osbert Baird,4.7,2022-1,Odelle Carlos,ocarlos9o@edu.com
Estadistica y Probabilidad I,3,Osbert Baird,4.7,2022-1,Shaun Thraves,sthraves9p@edu.com
Estadistica y Probabilidad I,3,Osbert Baird,4.7,2022-1,Bevvy Rulf,brulf9q@edu.com
Estadistica y Probabilidad I,3,Osbert Baird,4.7,2022-1,Charla Jellicorse,cjellicorse9r@edu.com
Electiva Profesional 5,1,Carmel Chappelow,3.5,2022-1,Worden Chilver,wchilver9s@edu.com
Electiva Profesional 5,1,Carmel Chappelow,3.5,2022-1,Chris Tollit,ctollit9t@edu.com
Electiva Profesional 5,1,Carmel Chappelow,3.5,2022-1,Ekaterina Howse,ehowse9u@edu.com
Electiva Profesional 5,1,Carmel Chappelow,3.5,2022-1,Clementius Impson,cimpson9v@edu.com
Electiva de  Ciencias Sociales,3,Neron de Wilde,1.7,2023-1,Agna Bourton,abourton9w@edu.com
Electiva de  Ciencias Sociales,3,Neron de Wilde,1.7,2023-1,Becka Palffrey,bpalffrey9x@edu.com
Electiva de  Ciencias Sociales,3,Neron de Wilde,1.7,2023-1,Kacie Cockley,kcockley9y@edu.com
Electiva de  Ciencias Sociales,3,Neron de Wilde,1.7,2023-1,Hinze McCromley,hmccromley9z@edu.com
Electiva de Lectura y Escritura,3,Nickie Gianasi,1.3,2021-1,Persis Dowgill,pdowgilla0@edu.com
Electiva de Lectura y Escritura,3,Nickie Gianasi,1.3,2021-1,Ebba Benns,ebennsa1@edu.com
Electiva de Lectura y Escritura,3,Nickie Gianasi,1.3,2021-1,Bryn Plait,bplaita2@edu.com
Electiva de Lectura y Escritura,3,Nickie Gianasi,1.3,2021-1,Allianora Stonebanks,astonebanksa3@edu.com
Calculo 1,3,Violante Hartin,1.1,2021-1,Benedikt Merring,bmerringa4@edu.com
